	Seg5	Seg3	Feature5	Feature3	Origami	Length	DMS5M	DMS3M	DMS5aM	DMS3aM	DMSallM	DMSintM	DMS5A	DMS3A	DMS5aA	DMS3aA	DMSallA	DMSintA	DMS5C	DMS3C	DMS5aC	DMS3aC	DMSallC	DMSintC	GC	Tm
95	1124	1136	scaf_vertex_3	scaf_stapSXEND5_0	rPB66v2	13	0.01393750576331967	0.05216649768933572		0.0035127047045765024	0.008259907310672509	0.005145764367849744		0.05216649768933572			0.021782846440700943	0.014075897791544377	0.01393750576331967			0.0035127047045765024	0.0039913570699163445	0.002630868185367177	0.6923076923076923	51.14562504182845
96	1137	1144	scaf_stapSX_3	scaf_stapEND5_0	rPB66v2	8			0.03075033029691769	0.0034843764408299177	0.010196200693896436	0.010196200693896436					0.019093249765198085	0.019093249765198085			0.03075033029691769	0.0034843764408299177	0.008272267104973868	0.008272267104973868	0.75	30.110648723352938
97	1145	1151	scaf_stapEND3_0	scaf_scafDX_5	rPB66v2	7			0.05477269795402152		0.023732602100328903	0.023732602100328903			0.05477269795402152		0.05477269795402151	0.05477269795402151					0.010283159740010248	0.010283159740010248	0.42857142857142855	5.201732629783919
98	1152	1170	scaf_scafDX_3	scaf_stapSX_5	rPB66v2	19					0.007822274906399048	0.007822274906399055					0.010260112320423148	0.010260112320423148					0.004546686331326846	0.004546686331326846	0.5789473684210527	66.52173188813629
99	1171	1179	scaf_stapSXEND3_0	scaf_vertex_5	rPB66v2	9	0.008101883431523224	0.003994285188268443		0.002450394814079576	0.0062329325827738865	0.006624386992083131					0.01089182139707504	0.01089182139707504	0.008101883431523224	0.003994285188268443		0.002450394814079576	0.004296225234064935	0.002450394814079576	0.5555555555555556	24.475861210587027
100	1180	1192	scaf_vertex_3	scaf_stapDX_5	rPB66v2	13		0.0023937382865864072			0.007976291041086131	0.01191358408225751					0.010528362242015591	0.010528362242015591		0.0023937382865864072			0.006042840976559234	0.015254770027535867	0.6153846153846154	47.27440110736552
101	1193	1203	scaf_stapDX_3	scaf_stapEND5_0	rPB66v2	11					0.012761305264095035	0.012761305264095035					0.013376445961304457	0.013376445961304457					0.011614588136099726	0.011614588136099726	0.5454545454545454	34.387524295670914
102	1204	1214	scaf_stapEND3_0	scaf_stapDX_5	rPB66v2	11	0.0036260177595628415	0.0027478415834187157			0.005579790710051482	0.009863362843148878					0.009863362843148878	0.009863362843148878	0.0036260177595628415	0.0027478415834187157			0.003156536453447281		0.5454545454545454	33.38606719257757
103	1215	1225	scaf_stapDX_3	scaf_stapEND5_0	rPB66v2	11	0.011954527301058742	0.021664039700200647		0.01397999815893955	0.012346999155356107	0.01081494125820087	0.011954527301058742	0.021664039700200647		0.01397999815893955	0.013501646573433489	0.012010302392485865					0.00789650351936048	0.00789650351936048	0.45454545454545453	27.729421193666155
104	1226	1236	scaf_stapEND3_0	scaf_stapDX_5	rPB66v2	11		0.020261790644744704		0.009220849849513319	0.011419394346075484	0.010182070977732705		0.020261790644744704		0.009220849849513319	0.014436487678111046	0.012894053013041029					0.007145063998190018	0.007145063998190018	0.36363636363636365	25.85385646807265
105	1237	1245	scaf_stapDX_3	scaf_vertex_5	rPB66v2	9		0.028746105636846823			0.011563031161032382	0.00920862665458356		0.028746105636846823			0.01483885891757887	0.01190349065268412					0.004263403693860997	0.004263403693860997	0.3333333333333333	10.900116692436939
106	1246	1258	scaf_vertex_3	scaf_stapSXEND5_0	rPB66v2	13	0.012839785543139514	0.023937382865864068	0.02400820352523053	0.012953098598125854	0.01235547459989971	0.010741781594069619	0.012839785543139514	0.023937382865864068	0.02400820352523053	0.012953098598125854	0.014999493457679447	0.01387414663834101					0.003859725935472166	0.003859725935472166	0.46153846153846156	34.72658538909309
107	1259	1280	scaf_stapSX_3	scaf_stapDX_5	rPB66v2	22			0.0018342550775913595	0.014928994994450136	0.004219709949286414	0.004219709949286414				0.014928994994450136	0.012204521135719465	0.012204521135719465			0.0018342550775913595		0.0023390482820600878	0.0023390482820600878	0.7272727272727273	71.69434647432723
108	1281	1302	scaf_stapDX_3	scaf_stapDX_5	rPB66v2	22				0.004206747166367828	0.0032494302700558204	0.0032494302700558204					0.007062359795008337	0.007062359795008337				0.004206747166367828	0.0019366247461605937	0.0019366247461605937	0.5	62.34924097588555
109	1303	1311	scaf_stapDX_3	scaf_vertex_5	rPB66v2	9					0.00364645940094945	0.00364645940094945					0.004914953760032443	0.004914953760032443					0.0027053491877988395	0.0027053491877988395	0.7777777777777778	41.360283535871474
110	1312	1324	scaf_vertex_3	scaf_stapSXEND5_0	rPB66v2	13		0.06178394323130122	0.013795864444586749		0.007132664371763565	0.005239689197607478		0.06178394323130122	0.013795864444586749		0.02782814394045029	0.018676201468421184					0.003151463759792675	0.003151463759792675	0.6153846153846154	53.933370989521165
111	1325	1335	scaf_stapSX_3	scaf_stapSXEND5_0	rPB66v2	11	0.024149844843963455			0.0035410329683230875	0.00610280780700364	0.00432696647362463	0.024149844843963455				0.018568739316016134	0.014277444928278683				0.0035410329683230875	0.0029064389770664008	0.0029064389770664008	0.8181818181818182	50.681616127036534
112	1336	1343	scaf_stapSX_3	scaf_stapEND5_0	rPB66v2	8	0.03470212308956626		0.00862595631083504		0.009942601725537965	0.006554627898203093	0.03470212308956626		0.00862595631083504		0.014593263090412242	0.009463474041476818					0.003144437275870902	0.003144437275870902	0.5	14.940272715554443
113	1344	1349	scaf_stapEND3_0	scaf_scafDX_5	rPB66v2	6	0.08303014104123975	0.04706741021495048			0.049723863570303985	0.031458536890582305	0.08303014104123975	0.04706741021495048			0.06251410807644324						0.031458536890582305	0.031458536890582305	0.5	-9.493192301081933
114	1350	1367	scaf_scafDX_3	scaf_stapSX_5	rPB66v2	18				0.010396472794996585	0.008122656860133151	0.008122656860133144				0.010396472794996585	0.009895396490411237	0.009895396490411237					0.0020396349897540992	0.0020396349897540992	0.3333333333333333	42.605021914427994
115	1368	1378	scaf_stapSXEND3_0	scaf_stapSX_5	rPB66v2	11			0.0022237687041068988		0.003031784437007376	0.003031784437007376					0.009589117278218916	0.009589117278218916			0.0022237687041068988		0.002065403374699725	0.002065403374699725	0.45454545454545453	33.88300736871133
116	1379	1387	scaf_stapSXEND3_0	scaf_vertex_5	rPB66v2	9					0.019652777635819473	0.019652777635819473					0.022591790337901294	0.022591790337901294					0.017096107171063874	0.017096107171063874	0.4444444444444444	15.338063881100595
117	1388	1400	scaf_vertex_3	scaf_stapDX_5	rPB66v2	13	0.012577749103483606			0.0022520969678534834	0.008422469306414427	0.0076190103649700835					0.01143762158850823	0.01143762158850823	0.012577749103483606			0.0022520969678534834	0.005322246764137994	0.0022520969678534843	0.7692307692307693	47.56405091072355
118	1401	1408	scaf_stapDX_3	scaf_stapEND5_0	rPB66v2	8		0.01655787015987876	0.014277444928278689		0.014586114673890108	0.013982495038503556			0.014277444928278689		0.013982495038503556	0.013982495038503556		0.01655787015987876			0.016557870159878755		0.625	12.16067676053899
119	1409	1415	scaf_stapEND3_0	scaf_scafDX_5	rPB66v2	7			0.018611669281506146		0.018611669281506146	0.018611669281506146			0.018611669281506146		0.018611669281506146	0.018611669281506146							0.2857142857142857	-11.893537376691825
120	1416	1434	scaf_scafDX_3	scaf_stapDX_5	rPB66v2	19		0.0032010938033640705	0.0036826742870560104	0.0032010938033640705	0.003256342540784208	0.0032643126780764822					0.01109051525678791	0.01109051525678791		0.0032010938033640705	0.0036826742870560104	0.0032010938033640705	0.002733369977238381	0.0026623496402538574	0.7894736842105263	75.88979209620283
121	1435	1443	scaf_stapDX_3	scaf_vertex_5	rPB66v2	9		0.008186868222762978			0.007374758349036822	0.006999431881731887					0.006999431881731887	0.006999431881731887		0.008186868222762978			0.008186868222762976		0.4444444444444444	16.526449550751977
122	1444	1456	scaf_vertex_3	scaf_stapSXEND5_0	rPB66v2	13					0.003741690758497921	0.003741690758497921					0.008101883431523226	0.008101883431523226					0.001728024088541666	0.001728024088541666	0.5384615384615384	51.10927384789568
123	1457	1464	scaf_stapSX_3	scaf_stapEND5_0	rPB66v2	8		0.02230850770043545			0.012973994030633925	0.010829492008295782					0.023399145854678963	0.023399145854678963		0.02230850770043545			0.010658553190738197	0.007367363963295768	0.625	25.137073730822124
124	1465	1471	scaf_stapEND3_0	scaf_scafDX_5	rPB66v2	7	0.021444495656164617		0.02195440440360314	0.01692613758858436	0.018274844402250738	0.01755852986937366	0.021444495656164617		0.02195440440360314		0.01928169937530002	0.018283529749754068				0.01692613758858436	0.016862278531191943	0.016862278531191943	0.42857142857142855	3.0007159288699654
125	1472	1490	scaf_scafDX_3	scaf_stapSX_5	rPB66v2	19			0.011855378377945697	0.007931913849043716	0.006436308849274091	0.006436308849274091			0.011855378377945697		0.009839528324529402	0.00983952832452941				0.007931913849043716	0.002390651468711899	0.002390651468711899	0.5263157894736842	51.08349200468524
126	1491	1499	scaf_stapSXEND3_0	scaf_vertex_5	rPB66v2	9		0.0373933081454918			0.021528322997173353	0.01790945230594455		0.0373933081454918			0.027603989835727188	0.02371705954915825					0.01021233908064378	0.01021233908064378	0.4444444444444444	16.63298257262801
127	1500	1512	scaf_vertex_3	scaf_stapDX_5	rPB66v2	13		0.003215257935237363			0.005393209340244858	0.005980996796959379					0.01627115399161373	0.01627115399161373		0.003215257935237363			0.0031050009638490996	0.0030690953380642567	0.6923076923076923	53.281941373535915
128	1513	1523	scaf_stapDX_3	scaf_stapEND5_0	rPB66v2	11		0.020509662952527322		0.0079602421127903	0.00784212606697534	0.0068357698665074546		0.020509662952527322		0.0079602421127903	0.011828977380632478	0.010596072884878205					0.0022850393023423573	0.0022850393023423573	0.36363636363636365	22.342919217637245
129	1524	1534	scaf_stapEND3_0	scaf_stapDX_5	rPB66v2	11	0.020608811875640367				0.0036245744527870845	0.002347242946227249	0.020608811875640367				0.020608811875640367						0.0023472429462272513	0.002347242946227249	0.5454545454545454	48.4210538909947
130	1535	1545	scaf_stapDX_3	scaf_stapEND5_0	rPB66v2	11	0.0014872338466956965	0.00475914830942623	0.0022237687041068988		0.005949147021501479	0.0077795567364666585					0.009993736632151277	0.009993736632151277	0.0014872338466956965	0.00475914830942623	0.0022237687041068988		0.0025061056243508824	0.0022237687041068988	0.5454545454545454	30.353574641157365
131	1546	1556	scaf_stapEND3_0	scaf_stapSX_5	rPB66v2	11	0.004730820045679644	0.0068979322222933745			0.00623441096499665	0.006456282538933385					0.009124693814072948	0.009124693814072948	0.004730820045679644	0.0068979322222933745			0.004685201483616634	0.0038426326515668386	0.45454545454545453	28.972491647041636
132	1557	1565	scaf_stapSXEND3_0	scaf_vertex_5	rPB66v2	9	0.043186438081668374			0.030608688978184768	0.014854156320494213	0.011375569312897326	0.043186438081668374			0.030608688978184768	0.018154656352246386	0.013599874942547432					0.006657141980447401	0.006657141980447401	0.3333333333333333	12.176222691560667
133	1566	1578	scaf_vertex_3	scaf_stapDX_5	rPB66v2	13	0.009985712970671105	0.0022520969678534834	0.007407840969731899	0.0012464436048497268	0.003575524882658499	0.003331800471695453			0.007407840969731899		0.007708888693698376	0.007708888693698376	0.009985712970671105	0.0022520969678534834		0.0012464436048497268	0.002142422683015876	0.0014400122798847062	0.5384615384615384	44.40318408067276
134	1579	1600	scaf_stapDX_3	scaf_stapDX_5	rPB66v2	22	0.003994285188268443		0.006968752881659835		0.005451596164249343	0.005607949526171489	0.003994285188268443		0.006968752881659835		0.009417075808308483	0.010864145316092064					0.002536146473553951	0.002536146473553951	0.5454545454545454	63.808811210477074
135	1601	1622	scaf_stapDX_3	scaf_stapDX_5	rPB66v2	22	0.008512643255848702			0.02014847758975837	0.006968205240245563	0.006842534240044799	0.008512643255848702			0.02014847758975837	0.01132651743434731	0.011798186305657165					0.0026373635873859647	0.0026373635873859626	0.5	58.10968290734911
136	1623	1631	scaf_stapDX_3	scaf_vertex_5	rPB66v2	9	0.01747853873164276				0.007185690836419715	0.005753861176292237	0.01747853873164276				0.01377050531358704	0.012222843611214725					0.002708610163813825	0.002708610163813825	0.5555555555555556	19.25627012539013
137	1632	1644	scaf_vertex_3	scaf_stapSXEND5_0	rPB66v2	13				0.007138722464139344	0.007713868871074378	0.007713868871074378				0.007138722464139344	0.010304969628316075	0.010304969628316075					0.001813008879781421	0.001813008879781421	0.46153846153846156	31.910271823333346
138	1645	1655	scaf_stapSX_3	scaf_stapSXEND5_0	rPB66v2	11			0.0069829170135331286		0.007899271693237288	0.007899271693237295					0.008146566260036086	0.008146566260036086			0.0069829170135331286		0.0069829170135331286	0.0069829170135331286	0.45454545454545453	25.38516996684905
139	1656	1663	scaf_stapSX_3	scaf_stapEND5_0	rPB66v2	8	0.007613220881894637		0.005403616309661031	0.013597566598360653	0.01124701852548451	0.012399513779871115					0.017936448790884598	0.017936448790884598	0.007613220881894637		0.005403616309661031	0.013597566598360653	0.008239573070466086	0.008571816181102095	0.5	17.405341353099686
140	1664	1669	scaf_stapEND3_0	scaf_scafDX_5	rPB66v2	6		0.02570081728408897	0.015481396137508537		0.01994704322531807	0.015481396137508536		0.02570081728408897			0.02570081728408897				0.015481396137508537		0.015481396137508536	0.015481396137508536	0.6666666666666666	1.9372762661880074
141	1670	1687	scaf_scafDX_3	scaf_stapSX_5	rPB66v2	18			0.022181030513575818		0.005916997589972224	0.005916997589972224			0.022181030513575818		0.010177874040867608	0.010177874040867608					0.0023961201608441694	0.0023961201608441694	0.5	54.542759685568456
142	1688	1698	scaf_stapSXEND3_0	scaf_stapSX_5	rPB66v2	11	0.03247835438545935	0.03508455465014515		0.07808685901746072	0.03285015838316689	0.03196832953836843	0.03247835438545935				0.020617118852009564	0.013087657850922134		0.03508455465014515		0.07808685901746072	0.05234159600791974	0.07808685901746071	0.6363636363636364	44.158263566391554
143	1699	1707	scaf_stapSXEND3_0	scaf_vertex_5	rPB66v2	9	0.01856917688588627			0.033838111045295424	0.05013574142443831	0.06981236832846886				0.033838111045295424	0.03383811104529542	0.03383811104529542	0.01856917688588627				0.05715591986504024	0.10027565359175157	0.6666666666666666	32.04984742871534
144	1708	1720	scaf_vertex_3	scaf_stapDX_5	rPB66v2	13		0.02618947983371755		0.0024928872096994536	0.007959512084379863	0.006526490478029439		0.02618947983371755			0.012406680107130488	0.010292900215283899				0.0024928872096994536	0.0026239986129508973	0.0026239986129508973	0.46153846153846156	37.22716360935169
145	1721	1728	scaf_stapDX_3	scaf_stapEND5_0	rPB66v2	8		0.06451762068284665			0.01488113326086911	0.009126170119804385		0.06451762068284665			0.023464236243172197	0.014150456884665914					0.0037959873420423504	0.0037959873420423504	0.5	10.21705644776813
146	1729	1735	scaf_stapEND3_0	scaf_scafDX_5	rPB66v2	7		0.030226257417605873	0.029333917109588454		0.027293110857115402	0.026605425245820855			0.029333917109588454		0.02954561519246502	0.02954561519246502		0.030226257417605873			0.02588767457019073	0.023957824127198525	0.5714285714285714	9.526529531220604
147	1736	1754	scaf_scafDX_3	scaf_stapDX_5	rPB66v2	19		0.004589178726946721			0.004978643603467336	0.005046694893232814		0.004589178726946721			0.007322491257888692	0.00855657888507294					0.002976555196588365	0.002976555196588365	0.3684210526315789	53.46788575422431
148	1755	1763	scaf_stapDX_3	scaf_vertex_5	rPB66v2	9	0.011331305498633879		0.006841275694800204	0.03552364273821721	0.008846200031729924	0.00853878934193589	0.011331305498633879		0.006841275694800204	0.03552364273821721	0.012746604009355149	0.013050207082494786					0.0029569469957704832	0.0029569469957704832	0.3333333333333333	5.95401763484449
149	1764	1776	scaf_vertex_3	scaf_stapSXEND5_0	rPB66v2	13	0.0214728239199112	0.10989949920487534	0.023413309986552253	0.004050941715761612	0.01100148896715091	0.007197278914299571		0.10989949920487534	0.023413309986552253		0.02004251092842945	0.013097585223134235	0.0214728239199112			0.004050941715761612	0.005197872719077097	0.0032394488972889877	0.46153846153846156	37.61525759306687
150	1777	1784	scaf_stapSX_3	scaf_stapEND5_0	rPB66v2	8	0.02893732141713627				0.02157410804361079	0.01956250006881578					0.01956250006881578	0.01956250006881578	0.02893732141713627				0.02893732141713627		0.5	5.861345375028975
151	1785	1791	scaf_stapEND3_0	scaf_scafDX_5	rPB66v2	7			0.059149414702868844	0.0470390819512039	0.06407424636488519	0.06407424636488519			0.059149414702868844	0.0470390819512039	0.05274783564824238	0.05274783564824238					0.09454558025422642	0.09454558025422642	0.42857142857142855	0.25488544813566705
152	1792	1810	scaf_scafDX_3	scaf_stapSX_5	rPB66v2	19	0.051274157381318304		0.006557993057334357	0.0033710633858435794	0.004964555424592785	0.003707900679024231	0.051274157381318304				0.032662930342045836	0.020807109721866456			0.006557993057334357	0.0033710633858435794	0.0028981185078027195	0.0028981185078027195	0.7368421052631579	70.98579448418519
153	1811	1819	scaf_stapSXEND3_0	scaf_vertex_5	rPB66v2	9		0.030821150956284155		0.024447291613302596	0.008612718007965538	0.0056308075797983324		0.030821150956284155		0.024447291613302596	0.02744983907577418	0.0244472916133026					0.0027023441295945636	0.0027023441295945636	0.6666666666666666	33.580644784525816
154	1820	1832	scaf_vertex_3	scaf_stapDX_5	rPB66v2	13					0.012897041379050338	0.012897041379050338					0.012897041379050338	0.012897041379050338							0.38461538461538464	32.72528713757157
155	1833	1843	scaf_stapDX_3	scaf_stapSXEND5_0	rPB66v2	11		0.012620241499103482		0.006359695211108265	0.006821951425515501	0.005849501572537438		0.012620241499103482		0.006359695211108265	0.009843554802478522	0.008693489070527778					0.0039358959756580995	0.0039358959756580995	0.5454545454545454	38.14863720687845
156	1844	1851	scaf_stapSX_3	scaf_stapEND5_0	rPB66v2	8			0.0035835253639429645	0.004518358067580259	0.007204242898311615	0.007204242898311615					0.012898260100546515	0.012898260100546515			0.0035835253639429645	0.004518358067580259	0.004023885030483625	0.004023885030483625	0.625	21.823067684663783
157	1852	1857	scaf_stapEND3_0	scaf_scafDX_5	rPB66v2	6	0.19300046090548154			0.06863938305797472	0.11509749157326159	0.06863938305797472				0.06863938305797472	0.06863938305797472	0.06863938305797472	0.19300046090548154				0.19300046090548154		0.3333333333333333	-17.775125774846884
158	1858	1875	scaf_scafDX_3	scaf_stapSX_5	rPB66v2	18	0.01880996712773224				0.004828914899920642	0.004214981797141984					0.008533794604337896	0.008533794604337896	0.01880996712773224				0.003004501027912521	0.002081848975039475	0.6666666666666666	58.036969273738805
159	1876	1886	scaf_stapSXEND3_0	scaf_stapDX_5	rPB66v2	11	0.004560850463200136			0.0018555012754012975	0.0038810804954789837	0.0037578030426097977					0.006320742856570652	0.006320742856570652	0.004560850463200136			0.0018555012754012975	0.0030411995265739135	0.0026569167160886984	0.6363636363636364	42.13435881359908
160	1887	1895	scaf_stapDX_3	scaf_vertex_5	rPB66v2	9	0.005439026639344262	0.005410698375597677			0.005995077089604606	0.006408156602856832	0.005439026639344262				0.00777494582038817	0.009295772019883098		0.005410698375597677			0.004059203954409466	0.003045288352757855	0.4444444444444444	15.839492288529186
161	1896	1908	scaf_vertex_3	scaf_stapDX_5	rPB66v2	13	0.004744984177552937	0.0161046179399334		0.005693981013063524	0.007713087975115568	0.007336392529168048		0.0161046179399334		0.005693981013063524	0.009269999523113567	0.008074432962731802	0.004744984177552937				0.004870793499474551	0.0049999385512721995	0.46153846153846156	36.20703695756788
162	1909	1919	scaf_stapDX_3	scaf_stapEND5_0	rPB66v2	11	0.01655787015987876			0.006600485452954235	0.005566838166705757	0.0038708823398306822	0.01655787015987876				0.016557870159878755					0.006600485452954235	0.0038708823398306822	0.0038708823398306822	0.45454545454545453	35.55734695499501
163	1920	1930	scaf_stapEND3_0	scaf_stapDX_5	rPB66v2	11				0.005325713584357923	0.005261312844037858	0.005261312844037858					0.00825678990887479	0.00825678990887479				0.005325713584357923	0.0033525635444695565	0.0033525635444695565	0.5454545454545454	35.85647104844713
164	1931	1941	scaf_stapDX_3	scaf_stapEND5_0	rPB66v2	11	0.03123191078060963	0.02293172950286031	0.003880972133282103	0.019249055215804303	0.012753272219054791	0.009961458855022682	0.03123191078060963	0.02293172950286031		0.019249055215804303	0.023582914729238444	0.020781518518060555			0.003880972133282103		0.0068967705714367816	0.0068967705714367816	0.5454545454545454	37.53356942835137
165	1942	1952	scaf_stapEND3_0	scaf_stapDX_5	rPB66v2	11		0.03160017820931523			0.013476773768787522	0.010144206315911793		0.03160017820931523			0.015148152291355743	0.010488049490983972					0.009489968355105877	0.009489968355105877	0.45454545454545453	31.004948835295124
166	1953	1961	scaf_stapDX_3	scaf_vertex_5	rPB66v2	9					0.005710831573190509	0.005710831573190509					0.019008264973958328	0.019008264973958328					0.003130241098286352	0.003130241098286352	0.7777777777777778	41.82906986788828
167	1962	1974	scaf_vertex_3	scaf_stapSXEND5_0	rPB66v2	13																			0.6153846153846154	56.13432719365068
168	1975	1980	scaf_stapSX_3	scaf_scafEND3_0	rPB66v2	6																			0.5	-12.174367536610418
169	1	16	scaf_scafEND5_0	scaf_stapDX_5	rO66v2	16																			0.6875	67.16407560001625
170	17	38	scaf_stapDX_3	scaf_stapDX_5	rO66v2	22				0.0016020567084930708	0.004013202136161788	0.004013202136161788					0.006506580087212218	0.006506580087212218				0.0016020567084930708	0.002475308252540723	0.002475308252540723	0.5	58.778354567185545
171	39	47	scaf_stapDX_3	scaf_vertex_5	rO66v2	9		0.005419457459199215	0.006020228724884117		0.00785501223149043	0.00861875685930084					0.00971378548205832	0.00971378548205832		0.005419457459199215	0.006020228724884117		0.005711950058356483	0.006020228724884117	0.5555555555555556	21.42718896001014
172	48	60	scaf_vertex_3	scaf_stapSXEND5_0	rO66v2	13		0.0426046955914876			0.007701396755991811	0.004354518848290578		0.0426046955914876			0.012091243957362927	0.006441362525146805					0.0019900548175812364	0.0019900548175812364	0.5384615384615384	44.02470644636918
173	61	68	scaf_stapSX_3	scaf_stapEND5_0	rO66v2	8		0.01970029108725073	0.0331550642249855	0.024418848736484224	0.0252005124443963	0.026800540597122873			0.0331550642249855		0.02764498408328903	0.02764498408328903		0.01970029108725073		0.024418848736484224	0.021933044205588146	0.02441884873648422	0.375	6.21819030341959
174	69	75	scaf_stapEND3_0	scaf_scafDX_5	rO66v2	7		0.10273188643211816		0.1331959960295567	0.10895373175395054	0.11220456675211796		0.10273188643211816		0.1331959960295567	0.10895373175395054	0.11220456675211796							0.14285714285714285	-15.926569858514313
175	76	94	scaf_scafDX_3	scaf_stapSX_5	rO66v2	19	0.003066436668600018		0.0026158582193363416		0.005735893669686338	0.006272685792487273					0.015245289983976711	0.015245289983976711	0.003066436668600018		0.0026158582193363416		0.003190658571122668	0.003222492510963228	0.631578947368421	60.90330501253834
176	95	103	scaf_stapSXEND3_0	scaf_vertex_5	rO66v2	9			0.00964988845506373	0.0224913742590785	0.005731965172646167	0.005731965172646167			0.00964988845506373	0.0224913742590785	0.011980601486292096	0.011980601486292096					0.0021448821604952706	0.0021448821604952706	0.5555555555555556	22.94327001801463
177	104	116	scaf_vertex_3	scaf_stapDX_5	rO66v2	13		0.0012390907354751094		0.009850145543625365	0.005447984367249476	0.007888947001345622				0.009850145543625365	0.016276967230860827	0.016276967230860827		0.0012390907354751094			0.002626298557243204	0.003823530754061037	0.46153846153846156	39.536649608638356
178	117	127	scaf_stapDX_3	scaf_stapSXEND5_0	rO66v2	11	0.012541100171172317	0.02787328351417241	0.002640890355406546	0.004530816628706965	0.007520587555354781	0.005224536006554427	0.012541100171172317	0.02787328351417241		0.004530816628706965	0.012950696761527637	0.010138661759315205			0.002640890355406546		0.0019326284329510952	0.0019326284329510952	0.18181818181818182	17.168569583109274
179	128	135	scaf_stapSX_3	scaf_stapEND5_0	rO66v2	8	0.004105270315513493	0.010813882782328227		0.008235572767097191	0.009294461766538965	0.011603774218176405					0.013773743793975377	0.013773743793975377	0.004105270315513493	0.010813882782328227		0.008235572767097191	0.007150543864879113	0.008235572767097193	0.5	12.133422683309846
180	136	141	scaf_stapEND3_0	scaf_scafDX_5	rO66v2	6	0.11234422668307659				0.0803807575782444	0.057511332621294216	0.11234422668307659				0.0803807575782444	0.057511332621294216							0.3333333333333333	-20.299992772116212
181	142	159	scaf_scafDX_3	scaf_stapSX_5	rO66v2	18			0.02343007936171116		0.008447720834708142	0.008447720834708142			0.02343007936171116		0.015299419406768653	0.015299419406768653					0.0031394041352755804	0.0031394041352755804	0.6111111111111112	55.15367620250572
182	160	170	scaf_stapSXEND3_0	scaf_stapDX_5	rO66v2	11		0.028311345895400984	0.009862661611660465	0.003341790165372265	0.009714137140516669	0.008337561429894573		0.028311345895400984	0.009862661611660465		0.014596714488685138	0.012785391552142403				0.003341790165372265	0.0028631993157116294	0.0028631993157116294	0.36363636363636365	20.0676468147048
183	171	179	scaf_stapDX_3	scaf_vertex_5	rO66v2	9		0.005845003772392687	0.0022654083143534825	0.00912421359758944	0.005928855466777171	0.0059500056776465035				0.00912421359758944	0.008209329299993502	0.008209329299993502		0.005845003772392687	0.0022654083143534825		0.0036388624793204072	0.0022654083143534816	0.3333333333333333	6.789089138342433
184	180	192	scaf_vertex_3	scaf_stapSXEND5_0	rO66v2	13	0.008248088835132294	0.018673973508372355	0.0036797240023200214		0.008581427023161947	0.007722855985904807		0.018673973508372355			0.01158362277921959	0.010528486385145133	0.008248088835132294		0.0036797240023200214		0.004709661870880053	0.0035588356087272116	0.5384615384615384	39.300110675837345
185	193	200	scaf_stapSX_3	scaf_stapEND5_0	rO66v2	8	0.06111596021540362	0.015732697520123358	0.02060144798577808	0.017847913018055616	0.019892947103549344	0.016656632829042825	0.06111596021540362		0.02060144798577808		0.0250209086681253	0.018578866910472287		0.015732697520123358		0.017847913018055616	0.014651897148545192	0.014139667456790458	0.375	7.378151454644865
186	201	207	scaf_stapEND3_0	scaf_scafDX_5	rO66v2	7		0.03768588085369247	0.09444624939288056		0.06351235599488911	0.08245139339809102			0.09444624939288056		0.08245139339809102	0.08245139339809102		0.03768588085369247			0.037685880853692476		0.42857142857142855	-9.601349519132611
187	208	226	scaf_scafDX_3	scaf_stapSX_5	rO66v2	19	0.005544618139550236	0.07980244979181107	0.002090183361862053		0.006847377259873937	0.005335913400796571		0.07980244979181107			0.018864845161123946	0.011664485441173827	0.005544618139550236		0.002090183361862053		0.003837266630110782	0.003608945853241894	0.7368421052631579	71.91159011313079
188	227	235	scaf_stapSXEND3_0	scaf_vertex_5	rO66v2	9	0.029638049107121808	0.008698667284395969	0.0021652797700726658		0.008932040033436086	0.004968784429176176	0.029638049107121808				0.01838306626699603	0.011402137979978026		0.008698667284395969	0.0021652797700726658		0.0043399364393381995	0.0021652797700726666	0.7777777777777778	34.43706633927735
189	236	248	scaf_vertex_3	scaf_stapDX_5	rO66v2	13	0.07296867664464532				0.003943754603192696	0.0025994263320510587	0.07296867664464532				0.024085424277717555	0.013837677877039725					0.0013316902895968007	0.0013316902895967994	0.6923076923076923	59.211212705982575
190	249	259	scaf_stapDX_3	scaf_stapEND5_0	rO66v2	11	0.010163047244502918		0.0054570056633045224		0.0066885969340050545	0.0058179777017872665	0.010163047244502918		0.0054570056633045224		0.009131685882146077	0.0086559447088341					0.0026283742873714436	0.0026283742873714436	0.36363636363636365	27.673238947780533
191	260	270	scaf_stapEND3_0	scaf_stapDX_5	rO66v2	11		0.014731412077315188			0.010930591135281553	0.008110412086746168		0.014731412077315188			0.010930591135281553	0.008110412086746168							0.45454545454545453	32.78757083241459
192	271	281	scaf_stapDX_3	scaf_stapEND5_0	rO66v2	11	0.007008998099657184	0.013329612457383752		0.009324470686151075	0.004676117150533193	0.002881715814658483	0.007008998099657184	0.013329612457383752		0.009324470686151075	0.009550641669357516	0.009324470686151078					0.0016020078168562707	0.0016020078168562707	0.5454545454545454	36.92124083468042
